DOI,grantid__bmgf,publisher_simple,journal,journal_oa_type,published_date,oa_status,publisher_license_best,apc_cost,invoice_number,invoice_date,invoice_year
10.7189/jogh.13.04051,INV-003612,international society of global health,Journal of Global Health,gold,2023-05-24,green,,3450,891,2023-04-21,2023
10.1126/sciadv.ade7692,OPP1203320;INV-037517;INV-005277,american association for the advancement of science (aaas),Science Advances,gold,2023-05-24,gold,cc-by,3070,APC600408558,2023-04-21,2023
10.3389/fmed.2023.1111037,INV-018954,frontiers,Frontiers in Medicine,gold,2023-05-24,gold,cc-by,3230,2023-0950497-1,2023-06-07,2023
10.3390/agronomy13061452,INV-009129,mdpi,Agronomy,gold,2023-05-24,gold,cc-by,2230,BMGF_Q2.2023,2023-07-12,2023
10.3390/agronomy13061451,OPP1198373,mdpi,Agronomy,gold,2023-05-24,gold,cc-by,2230,BMGF_Q2.2023,2023-07-12,2023
10.3389/fpls.2023.1182867,OPP1114827,frontiers,Frontiers in Plant Science,gold,2023-05-23,gold,cc-by,3230,2023-0930188-1,2023-05-05,2023
10.1021/acs.molpharmaceut.3c00174,OPP1159809,american chemical society,Molecular Pharmaceutics,transformative,2023-05-23,hybrid,cc-by,3000,APC600430742,2023-07-07,2023
10.3390/atmos14060910,,mdpi,Atmosphere,gold,2023-05-23,gold,cc-by,1860,BMGF_Q2.2023,2023-07-12,2023
10.3389/fpls.2023.1172056,OPP1175661,frontiers,Frontiers in Plant Science,gold,2023-05-22,gold,cc-by,3230,2023-0930188-1,2023-05-05,2023
10.1186/s12936-023-04578-3,INV-007122,springer/nature/bmc,Malaria Journal,gold,2023-05-20,gold,cc-by,2770,6106663019,2023-05-21,2023
10.1186/s12963-023-00306-w,INV-017293;INV-005254,springer/nature/bmc,Population Health Metrics,gold,2023-05-20,gold,cc-by,2670,6106664414,2023-05-21,2023
10.3390/jcm12103576,,mdpi,Journal of Clinical Medicine,gold,2023-05-20,gold,cc-by,2630,BMGF_Q2.2023,2023-07-12,2023
10.1038/s41598-023-34719-2,INV-008941,springer/nature/bmc,Scientific Reports,gold,2023-05-19,gold,cc-by,2470,1452437543,2023-05-21,2023
10.12688/gatesopenres.14591.1,INV-019286,f1000 research ltd,Gates Open Research,gold,2023-05-19,gold,cc-by,1150,6686128413,2023-06-07,2023
10.3390/hydrology10050114,INV-015713,mdpi,Hydrology,gold,2023-05-19,gold,cc-by,1620,BMGF_Q2.2023,2023-07-12,2023
10.3390/microorganisms11051344,,mdpi,Microorganisms,gold,2023-05-19,gold,cc-by,2630,BMGF_Q2.2023,2023-07-12,2023
10.3390/vaccines11050997,INV-018013,mdpi,Vaccines,gold,2023-05-18,gold,cc-by,2230,BMGF_Q2.2023,2023-07-12,2023
10.12688/gatesopenres.13369.2,OPP1134229,f1000 research ltd,Gates Open Research,gold,2023-05-17,gold,cc-by,1150,6686125509,2021-10-01,2021
10.1038/s41467-023-38509-2,INV-004923,springer/nature/bmc,Nature Communications,gold,2023-05-17,gold,cc-by,6290,1452438903,2023-05-21,2023
10.1186/s12978-023-01618-8,INV-009814,springer/nature/bmc,Reproductive Health,gold,2023-05-17,gold,cc-by,2970,6106663320,2023-05-21,2023
10.1371/journal.pgph.0001073,INV-035464,plos,PLOS Global Public Health,gold,2023-05-17,gold,cc-by,2100,PAB 357907.00,2023-06-26,2023
10.1016/j.virol.2023.04.001,,elsevier,Virology,transformative,2023-05-16,hybrid,cc-by,3200,1300171,2023-06-22,2023
10.3390/diagnostics13101754,INV-006726,mdpi,Diagnostics,gold,2023-05-16,gold,cc-by,2020,BMGF_Q2.2023,2023-07-12,2023
10.1016/j.jiph.2023.04.016,,elsevier,Journal of Infection and Public Health,gold,2023-05-13,green,cc-by,2000,1300171,2023-06-22,2023
10.1038/s41467-023-38379-8,INV-025569,springer/nature/bmc,Nature Communications,gold,2023-05-12,,cc-by,6290,1452434139,2023-05-13,2023
10.1186/s12905-023-02374-4,OPP1136774,springer/nature/bmc,BMC Women's Health,gold,2023-05-12,,cc-by,2770,6106661458,2023-05-10,2023
10.3389/fpubh.2023.1126461,,frontiers,Frontiers in Public Health,gold,2023-05-11,,cc-by,3230,2023-0930188-1,2023-05-05,2023
10.29392/001c.75141,INV-009466,inishmore laser scientific publishing ltd,Journal of Global Health Reports,gold,2023-05-11,,,1350,23-009,2023-05-21,2023
10.1021/acsinfecdis.3c00010,OPP1126258,american chemical society,ACS Infectious Diseases,transformative,2023-05-11,,cc-by,3000,APC600430742,2023-07-07,2023
10.3390/agriculture13051043,INV-010435,mdpi,Agriculture,gold,2023-05-11,,cc-by,2020,BMGF_Q2.2023,2023-07-12,2023
10.3390/nu15102279,OPP1190179,mdpi,Nutrients,gold,2023-05-11,gold,cc-by,2630,BMGF_Q2.2023,2023-07-12,2023
10.3389/fpubh.2023.1096224,OPP1199624,frontiers,Frontiers in Public Health,gold,2023-05-10,,cc-by,3230,2023-0930188-1,2023-05-05,2023
10.1186/s12978-023-01617-9,INV-099814;INV-009814,springer/nature/bmc,Reproductive Health,gold,2023-05-10,,cc-by,2870,6106662246,2023-05-13,2023
10.3389/fchem.2023.1156718,,frontiers,Frontiers in Chemistry,gold,2023-05-10,,cc-by,3230,2023-0950497-1,2023-06-07,2023
10.3389/fcimb.2023.1167220,INV-018913,frontiers,Frontiers in Cellular and Infection Microbiology,gold,2023-05-09,,cc-by,3230,2023-0930188-1,2023-05-05,2023
10.3389/fmicb.2023.1171990,,frontiers,Frontiers in Microbiology,gold,2023-05-09,,cc-by,3230,2023-0930188-1,2023-05-05,2023
10.3390/crops3020016,INV-010652,mdpi,Crops,gold,2023-05-09,,cc-by,1010,BMGF_Q2.2023,2023-07-12,2023
10.12688/gatesopenres.14326.1,,f1000 research ltd,Gates Open Research,gold,2023-05-09,,cc-by,660,6686128683,2023-08-04,2023
10.1186/s12889-023-15708-6,INV-019313,springer/nature/bmc,BMC Public Health,closed,2023-05-08,,cc-by,2580,6106669355,2023-06-15,2023
10.1371/journal.pgph.0001335,INV-023276,plos,PLOS Global Public Health,gold,2023-05-08,,cc-by,2100,PAB 357907.00,2023-06-26,2023
10.1371/journal.pone.0285364,INV-035562,plos,PLOS ONE,gold,2023-05-08,,cc-by,1810,PAB 357907.00,2023-06-26,2023
10.3390/pathogens12050689,INV-007975,mdpi,Pathogens,gold,2023-05-08,,cc-by,2230,BMGF_Q2.2023,2023-07-12,2023
10.1186/s12884-023-05636-z,INV-005276;OPP1054163,springer/nature/bmc,BMC Pregnancy and Childbirth,gold,2023-05-06,,cc-by,2530,1452433197,2023-05-17,2023
10.12688/gatesopenres.14375.2,,f1000 research ltd,Gates Open Research,gold,2023-05-05,,cc-by,1150,6686127958,2023-03-14,2023
10.3389/fnut.2023.1159833,,frontiers,Frontiers in Nutrition,gold,2023-05-05,,cc-by,3230,2023-0930188-1,2023-05-05,2023
10.1080/23288604.2023.2207296,OPP1202541,taylor and francis,Health Systems &amp; Reform,gold,2023-05-05,,cc-by-nc,740,6687312924,2023-05-10,2023
10.1186/s12889-023-15531-z,INV-021944,springer/nature/bmc,BMC Public Health,gold,2023-05-05,,cc-by,3070,6106655402,2023-04-14,2023
10.1371/journal.pone.0281428,INV-009787,plos,PLOS ONE,gold,2023-05-05,,cc-by,1810,PAB 356703.00,2023-05-25,2023
10.1371/journal.pgph.0001432,OPP1088264,plos,PLOS Global Public Health,gold,2023-05-05,,cc-by,2100,PAB 357907.00,2023-06-26,2023
10.1371/journal.pone.0284773,INV-017424,plos,PLOS ONE,gold,2023-05-05,,cc-by,1810,PAB 357907.00,2023-06-26,2023
10.1371/journal.pgph.0001851,INV-024130,plos,PLOS Global Public Health,gold,2023-05-05,,cc-by,2100,PAB 357907.00,2023-06-26,2023
10.1021/acsenvironau.3c00001,INV-008433,american chemical society,ACS Environmental Au,gold,2023-05-05,,cc-by,3000,APC600430742,2023-07-07,2023
10.3390/vaccines11050947,OPP1121407,mdpi,Vaccines,gold,2023-05-05,,cc-by,2230,BMGF_Q2.2023,2023-07-12,2023
10.1002/tpg2.20346,INV-003439,wiley,The Plant Genome,gold,2023-05-04,,cc-by,2130,5995251,2023-05-05,2023
10.1136/archdischild-2023-325352,OPP1055867,bmj,Archives of Disease in Childhood,transformative,2023-05-04,,cc-by-nc,3450,APC600408796,2023-04-21,2023
10.1021/acs.joc.2c03016,OPP1191130,american chemical society,The Journal of Organic Chemistry,transformative,2023-05-04,hybrid,cc-by,3000,APC600404418,2023-04-04,2023
10.1186/s40834-023-00228-w,INV-047356,springer/nature/bmc,Contraception and Reproductive Medicine,gold,2023-05-04,gold,cc-by,2280,6106660865,2023-06-26,2023
10.4269/ajtmh.22-0662,OPP47075,american society of tropical medicine and hygiene,The American Journal of Tropical Medicine and Hygiene,transformative,2023-05-03,hybrid,cc-by,3500,TROP62890,2023-03-08,2023
10.3389/fsufs.2023.1040977,,frontiers,Frontiers in Sustainable Food Systems,gold,2023-05-03,gold,cc-by,2080,2023-0930188-1,2023-05-05,2023
10.2196/42548,INV-006104,jmir publications inc.,JMIR Formative Research,gold,2023-05-03,gold,cc-by,2680,FORMATIVE-42548-APF-0051453,2023-03-30,2023
10.1002/rfc2.25,INV-004505,wiley,"Reproductive, Female and Child Health",hybrid,2023-05-03,,cc-by,2400,6289989,2023-06-09,2023
10.12688/gatesopenres.14424.2,OPP1136158,f1000 research ltd,Gates Open Research,gold,2023-05-02,gold,cc-by,1150,6686127958,2023-03-14,2023
10.3389/fimmu.2023.1183983,,frontiers,Frontiers in Immunology,gold,2023-05-02,,cc-by,3230,2023-0930188-1,2023-05-05,2023
10.3389/fanim.2023.1122416,,frontiers,Frontiers in Animal Science,gold,2023-05-02,gold,cc-by,1260,2023-0930188-1,2023-05-05,2023
10.1007/s10163-023-01660-5,OPP1212310,springer/nature/bmc,Journal of Material Cycles and Waste Management,transformative,2023-05-02,hybrid,cc-by,3170,1452427988,2023-05-01,2023
10.1371/journal.pgph.0000554,OPP1094816,plos,PLOS Global Public Health,gold,2023-05-02,gold,cc-by,2100,PAB 357907.00,2023-06-26,2023
10.3390/pharmaceutics15051393,OPP1185454,mdpi,Pharmaceutics,gold,2023-05-02,gold,cc-by,2490,BMGF_Q2.2023,2023-07-12,2023
10.1016/j.biopsych.2023.01.013,OPP1171111,elsevier,Biological Psychiatry,transformative,2023-05-01,hybrid,cc-by,4520,1284170,2023-02-06,2023
10.2147/prom.s404476,INV-005776,taylor and francis,Patient Related Outcome Measures,gold,2023-05-01,gold,cc-by,1200,65577,2023-05-01,2023
10.1136/bmjopen-2022-063734,OPP1148892,bmj,BMJ Open,gold,2023-05-01,gold,cc-by,2800,APC600415568,2023-05-13,2023
10.1136/bmjgh-2023-011842,OPP1216268,bmj,BMJ Global Health,gold,2023-05-01,gold,cc-by-nc,3900,APC600415298,2023-05-17,2023
10.1136/bmjopen-2022-068689,OPP010481,bmj,BMJ Open,gold,2023-05-01,gold,cc-by,2800,APC600410152,2023-05-01,2023
10.1136/bmjopen-2022-068713,INV-001304,bmj,BMJ Open,gold,2023-05-01,,cc-by,2800,APC600411408,2023-05-01,2023
10.1136/bmjgh-2023-011749,INV-005843,bmj,BMJ Global Health,gold,2023-05-01,gold,cc-by-nc,3840,APC600411477,2023-05-01,2023
10.1136/bmjopen-2022-070543,INV-037810,bmj,BMJ Open,gold,2023-05-01,,cc-by,2800,APC600411620,2023-05-05,2023
10.1088/2515-7620/accfed,OPP1113374,iop publishing,Environmental Research Communications,gold,2023-05-01,gold,cc-by,1590,8226420,2023-05-05,2023
10.1016/j.jdeveco.2023.103072,OPP1011508,elsevier,Journal of Development Economics,transformative,2023-05-01,hybrid,cc-by,3660,1289170,2023-03-08,2023
10.1136/bmjopen-2022-065697,INV-009639,bmj,BMJ Open,gold,2023-05-01,,cc-by,2800,APC600407462,2023-04-14,2023
10.1136/bmjgh-2022-010876,OPP1110043;INV-008124,bmj,BMJ Global Health,gold,2023-05-01,gold,cc-by,3730,APC600407600,2023-04-14,2023
10.1002/jia2.26085,,wiley,Journal of the International AIDS Society,gold,2023-05-01,gold,cc-by,2600,6289989,2023-06-09,2023
10.1016/j.eclinm.2023.101958,INV-004308,elsevier,eClinicalMedicine,gold,2023-05-01,gold,cc-by,5000,1300171,2023-06-22,2023
10.1016/j.fcr.2023.108924,,elsevier,Field Crops Research,transformative,2023-05-01,hybrid,cc-by,3970,1300171,2023-06-22,2023
10.1016/j.fcr.2023.108907,,elsevier,Field Crops Research,transformative,2023-05-01,hybrid,cc-by,3970,1300171,2023-06-22,2023
10.1016/j.isci.2023.106607,,elsevier,iScience,gold,2023-05-01,gold,cc-by,3000,1300171,2023-06-22,2023
10.1016/j.isci.2023.106582,,elsevier,iScience,gold,2023-05-01,gold,cc-by,3000,1300171,2023-06-22,2023
10.1016/s2666-5247(23)00002-2,,elsevier,The Lancet Microbe,gold,2023-05-01,gold,cc-by,6000,1300171,2023-06-22,2023
10.1016/s2214-109x(23)00068-2,,elsevier,The Lancet Global Health,gold,2023-05-01,gold,cc-by,5500,1300171,2023-06-22,2023
10.1016/j.cell.2023.04.024,,elsevier,Cell,transformative,2023-05-01,hybrid,cc-by,9900,1300171,2023-06-22,2023
10.1016/j.jdeveco.2023.103077,,elsevier,Journal of Development Economics,transformative,2023-05-01,hybrid,cc-by,3770,1292170,2023-06-22,2023
10.1016/j.chembiol.2023.03.002,INV-037899,elsevier,Cell Chemical Biology,transformative,2023-05-01,,cc-by,8900,1292170,2023-06-22,2023
10.1016/j.compbiomed.2023.106693,INV-006371,elsevier,Computers in Biology and Medicine,transformative,2023-05-01,hybrid,cc-by,2530,1292170,2023-06-22,2023
10.1016/j.jspr.2023.102107,,elsevier,Journal of Stored Products Research,transformative,2023-05-01,hybrid,cc-by,3570,1292170,2023-06-22,2023
10.1016/j.jacig.2023.100092,,elsevier,Journal of Allergy and Clinical Immunology: Global,gold,2023-05-01,gold,cc-by,1000,1292170,2023-06-22,2023
10.1016/j.cegh.2023.101293,,elsevier,Clinical Epidemiology and Global Health,gold,2023-05-01,gold,cc-by,1200,1292170,2023-06-22,2023
10.1016/j.heliyon.2023.e16015,,elsevier,Heliyon,gold,2023-05-01,gold,cc-by,1950,1310171,2023-06-22,2023
10.1016/j.isci.2023.106752,OPP1058938,elsevier,iScience,gold,2023-05-01,gold,cc-by,3000,1310171,2023-06-22,2023
10.1016/s2468-2667(23)00028-2,,elsevier,The Lancet Public Health,gold,2023-05-01,,cc-by,5500,1310171,2023-06-22,2023
10.1016/j.bjid.2023.102776,,elsevier,The Brazilian Journal of Infectious Diseases,gold,2023-05-01,gold,cc-by,1500,1310171,2023-06-22,2023
10.1016/j.xcrm.2023.101022,INV-025321,elsevier,Cell Reports Medicine,gold,2023-05-01,gold,cc-by,5200,1310171,2023-06-22,2023
10.1016/s2542-5196(23)00053-0,,elsevier,The Lancet Planetary Health,gold,2023-05-01,gold,cc-by,5500,1310171,2023-06-22,2023
10.1016/s2542-5196(23)00052-9,,elsevier,The Lancet Planetary Health,gold,2023-05-01,gold,cc-by,5500,1310171,2023-06-22,2023
10.1016/j.celrep.2023.112474,,elsevier,Cell Reports,gold,2023-05-01,,cc-by-nc-nd,5200,1310171,2023-06-22,2023
10.1016/j.celrep.2023.112524,,elsevier,Cell Reports,gold,2023-05-01,gold,cc-by,5200,1310171,2023-06-22,2023
10.1016/j.softx.2023.101402,,elsevier,SoftwareX,gold,2023-05-01,gold,cc-by,600,1310171,2023-06-22,2023
10.1371/journal.ppat.1011358,INV-005948,plos,PLOS Pathogens,gold,2023-05-01,gold,cc-by,2660,PAB 357907.00,2023-06-26,2023
10.1021/acs.joc.3c00705,INV-008413,american chemical society,The Journal of Organic Chemistry,transformative,2023-05-01,hybrid,cc-by,3000,APC600430742,2023-07-07,2023
10.1016/s2542-5196(23)00048-7,,elsevier,The Lancet Planetary Health,gold,2023-05-01,,cc-by,5500,1323170,2023-08-01,2023
10.1016/j.jdeveco.2023.103053,,elsevier,Journal of Development Economics,transformative,2023-05-01,hybrid,cc-by,3660,1323170,2023-08-01,2023
10.1038/s41598-023-33657-3,,springer/nature/bmc,Scientific Reports,gold,2023-05-01,gold,cc-by,2390,1452425044,2023-08-17,2023
10.1016/j.ijheh.2023.114149,,elsevier,International Journal of Hygiene and Environmental Health,transformative,2023-04-29,hybrid,cc-by,3540,1292170,2023-06-22,2023
10.3389/fevo.2023.1032082,OPP1127286,frontiers,Frontiers in Ecology and Evolution,gold,2023-04-28,gold,cc-by,2720,2023-0911669-2,2023-04-09,2023
10.1371/journal.ppat.1010650,INV-009497,plos,PLOS Pathogens,gold,2023-04-28,gold,cc-by,2660,PAB 357907.00,2023-06-26,2023
10.3390/nu15092120,INV-016826,mdpi,Nutrients,gold,2023-04-28,,cc-by,2630,BMGF_Q2.2023,2023-07-12,2023
10.3390/pathogens12050658,OPP1180423_20,mdpi,Pathogens,gold,2023-04-28,gold,cc-by,930,BMGF_Q2.2023,2023-07-12,2023
10.3390/genes14051003,INV-003439,mdpi,Genes,gold,2023-04-28,gold,cc-by,2430,BMGF_Q2.2023,2023-07-12,2023
10.3390/microorganisms11051145,,mdpi,Microorganisms,gold,2023-04-28,gold,cc-by,2230,BMGF_Q2.2023,2023-07-12,2023
10.1371/journal.pntd.0011299,,plos,PLOS Neglected Tropical Diseases,gold,2023-04-28,gold,cc-by,2500,PAB 360188.00,2023-08-04,2023
10.1080/23288604.2023.2199515,OPP1202541,taylor and francis,Health Systems &amp; Reform,gold,2023-04-27,gold,cc-by-nc,740,6687312924,2023-05-10,2023
10.1186/s13690-023-01062-x,OPP1180554,springer/nature/bmc,Archives of Public Health,gold,2023-04-27,,cc-by,2670,6106658721,2023-05-01,2023
10.12688/gatesopenres.14590.1,OPP1032115,f1000 research ltd,Gates Open Research,gold,2023-04-27,,cc-by,1150,6686128251,2023-05-10,2023
10.1021/acschembio.3c00066,INV-002022,american chemical society,ACS Chemical Biology,transformative,2023-04-27,hybrid,cc-by,3000,APC600430742,2023-07-07,2023
10.3390/foods12091819,,mdpi,Foods,gold,2023-04-27,,cc-by,1890,BMGF_Q2.2023,2023-07-12,2023
10.3390/agronomy13051233,OPP1149054,mdpi,Agronomy,gold,2023-04-27,gold,cc-by,2230,BMGF_Q2.2023,2023-07-12,2023
10.1186/s12936-023-04563-w,INV-002092,springer/nature/bmc,Malaria Journal,gold,2023-04-26,gold,cc-by,2770,6106659275,2023-05-01,2023
10.3389/fmicb.2023.1120224,INV-032416,frontiers,Frontiers in Microbiology,gold,2023-04-26,gold,cc-by,3230,2023-0930188-1,2023-05-05,2023
10.1371/journal.pgph.0001651,INV-016141,plos,PLOS Global Public Health,gold,2023-04-26,gold,cc-by,2100,PAB 357907.00,2023-06-26,2023
10.1371/journal.pone.0284424,OPP1183192,plos,PLOS ONE,gold,2023-04-26,gold,cc-by,1810,PAB 357907.00,2023-06-26,2023
10.1186/s13104-023-06323-0,INV-027961,springer/nature/bmc,BMC Research Notes,gold,2023-04-25,gold,cc-by,1770,6106656962,2023-04-21,2023
10.3389/fimmu.2023.1146826,OPP1113682,frontiers,Frontiers in Immunology,gold,2023-04-25,gold,cc-by,3230,2023-0930188-1,2023-05-05,2023
10.7554/elife.83876,OPP1164153,"elife sciences publications, ltd",eLife,gold,2023-04-25,gold,cc-by,3000,P010786,2023-03-30,2023
10.3389/fgwh.2023.1060832,OPP1145051,frontiers,Frontiers in Global Women's Health,gold,2023-04-24,gold,cc-by,960,2023-0911669-2,2023-04-09,2023
10.1186/s12936-023-04564-9,INV-002092,springer/nature/bmc,Malaria Journal,gold,2023-04-24,gold,cc-by,2770,6106657999,2023-04-21,2023
10.1038/s41467-023-37984-x,INV-001902,springer/nature/bmc,Nature Communications,gold,2023-04-24,gold,cc-by,6290,1452424016,2023-04-21,2023
10.3389/frph.2023.1125159,,frontiers,Frontiers in Reproductive Health,gold,2023-04-24,gold,cc-by,2080,2023-0930188-1,2023-05-05,2023
10.1016/j.pscychresns.2023.111630,OPP1017641,elsevier,Psychiatry Research: Neuroimaging,transformative,2023-04-24,hybrid,cc-by,2940,1292170,2023-06-22,2023
10.3390/tropicalmed8050244,,mdpi,Tropical Medicine and Infectious Disease,gold,2023-04-24,gold,cc-by,2020,BMGF_Q2.2023,2023-07-12,2023
10.1186/s12936-023-04548-9,OPP1159078,springer/nature/bmc,Malaria Journal,gold,2023-04-23,gold,cc-by,2770,6106656320,2023-04-14,2023
10.1186/s12889-023-15596-w,INV-006277,springer/nature/bmc,BMC Public Health,gold,2023-04-22,gold,cc-by,2990,6106668213,2023-06-15,2023
10.3390/app13095226,,mdpi,Applied Sciences,gold,2023-04-22,gold,cc-by,2330,BMGF_Q2.2023,2023-07-12,2023
10.3390/nu15092021,INV-036678,mdpi,Nutrients,gold,2023-04-22,gold,cc-by,2050,BMGF_Q2.2023,2023-07-12,2023
10.1099/mgen.0.000998,OPP1034556,microbiology society,Microbial Genomics,gold,2023-04-21,gold,cc-by,2940,APC600396860,2023-03-08,2023
10.1371/journal.pone.0283029,OPP1169546,plos,PLOS ONE,gold,2023-04-20,gold,cc-by,1810,PAB 356702.00,2023-05-25,2023
10.1002/psp4.12964,,wiley,CPT: Pharmacometrics &amp; Systems Pharmacology,gold,2023-04-20,gold,cc-by,3750,5995251,2023-05-05,2023
10.1016/j.virol.2023.03.011,,elsevier,Virology,transformative,2023-04-20,hybrid,cc-by,3200,1300171,2023-06-22,2023
10.12688/gatesopenres.13169.2,INV-006863,f1000 research ltd,Gates Open Research,gold,2023-04-19,gold,cc-by,500,,,
10.1371/journal.pgph.0001789,OPP1192260,plos,PLOS Global Public Health,gold,2023-04-19,gold,cc-by,2100,PAB 356702.00,2023-05-25,2023
10.1186/s12913-023-09341-7,OPP1149259,springer/nature/bmc,BMC Health Services Research,gold,2023-04-19,gold,cc-by,3070,6106657303,2023-04-21,2023
10.1186/s12884-023-05513-9,OPP48930,springer/nature/bmc,BMC Pregnancy and Childbirth,gold,2023-04-19,gold,cc-by,2970,6106667148,2023-06-02,2023
10.1371/journal.pgph.0001833,OPP1149259,plos,PLOS Global Public Health,gold,2023-04-19,gold,cc-by,2100,PAB 357907.00,2023-06-26,2023
10.3390/pathogens12040618,,mdpi,Pathogens,gold,2023-04-19,gold,cc-by,2230,BMGF_Q2.2023,2023-07-12,2023
10.3390/vaccines11040868,,mdpi,Vaccines,gold,2023-04-19,gold,cc-by,2230,BMGF_Q2.2023,2023-07-12,2023
10.12688/gatesopenres.14416.1,INV-050345,f1000 research ltd,Gates Open Research,gold,2023-04-18,gold,cc-by,850,6686128251,2023-05-10,2023
10.1080/23288604.2023.2200566,OPP1202541,taylor and francis,Health Systems &amp; Reform,gold,2023-04-18,gold,cc-by,740,6687312924,2023-05-10,2023
10.1021/acs.est.2c07284,OPPGD759,american chemical society,Environmental Science &amp; Technology,transformative,2023-04-18,hybrid,cc-by,3000,APC600430742,2023-07-07,2023
10.1038/s41551-023-01026-0,INV-003439,springer/nature/bmc,Nature Biomedical Engineering,transformative,2023-04-17,hybrid,cc-by,16750,1457113182,2023-04-04,2023
10.1038/s41746-023-00804-z,OPP1201339,springer/nature/bmc,npj Digital Medicine,gold,2023-04-17,gold,cc-by,3670,1452414681,2023-04-09,2023
10.1371/journal.pgen.1010715,OPP1129902,plos,PLOS Genetics,gold,2023-04-17,gold,cc-by,2660,PAB 357907.00,2023-06-26,2023
10.3390/genes14040927,INV-003439,mdpi,Genes,gold,2023-04-17,gold,cc-by,2430,BMGF_Q2.2023,2023-07-12,2023
10.3389/fpubh.2023.1112981,INV-006006,frontiers,Frontiers in Public Health,gold,2023-04-14,gold,cc-by,3230,2023-0911669-2,2023-04-09,2023
10.1186/s12936-023-04539-w,OPP51941,springer/nature/bmc,Malaria Journal,gold,2023-04-14,gold,cc-by,2770,6106654515,2023-06-09,2023
10.1371/journal.pone.0284498,OPP1151836,plos,PLOS ONE,gold,2023-04-14,gold,cc-by,1810,PAB 357907.00,2023-06-26,2023
10.1038/s43588-023-00429-y,INV-001734;OPP1113682,springer/nature/bmc,Nature Computational Science,transformative,2023-04-13,hybrid,cc-by,11690,1452411586,2023-04-21,2023
10.1186/s12913-023-09363-1,INV-017293;INV-005254,springer/nature/bmc,BMC Health Services Research,gold,2023-04-12,gold,cc-by,3070,6106655102,2023-04-09,2023
10.1186/s12905-023-02312-4,INV-009978,springer/nature/bmc,BMC Women's Health,gold,2023-04-11,gold,cc-by,2770,6106654399,2023-04-09,2023
10.1186/s12916-023-02827-5,INV-007610,springer/nature/bmc,BMC Medicine,gold,2023-04-11,gold,cc-by,2640,6106651676,2023-03-30,2023
10.1093/heapol/czad021,OPP1198930,oxford university press,Health Policy and Planning,transformative,2023-04-11,hybrid,cc-by,2080,E16110611,2023-05-05,2023
10.12688/gatesopenres.13272.3,OPP1191821,f1000 research ltd,Gates Open Research,gold,2023-04-11,gold,cc-by,1150,6686125137,2021-07-03,2021
10.1080/23288604.2023.2177242,OPP1202541,taylor and francis,Health Systems &amp; Reform,gold,2023-04-10,gold,cc-by,740,6687312924,2023-05-10,2023
10.1371/journal.pntd.0010401,INV-022149,plos,PLOS Neglected Tropical Diseases,gold,2023-04-10,gold,cc-by,2500,PAB 357907.00,2023-06-26,2023
10.3390/d15040540,OPP1127286,mdpi,Diversity,gold,2023-04-09,gold,cc-by,2020,BMGF_Q2.2023,2023-07-12,2023
10.1038/s41541-023-00653-7,OPP1179906,springer/nature/bmc,npj Vaccines,gold,2023-04-07,gold,cc-by,3570,1452414357,2023-04-04,2023
10.1186/s12936-023-04544-z,INV-008384,springer/nature/bmc,Malaria Journal,gold,2023-04-07,gold,cc-by,2740,6106652951,2023-05-01,2023
10.1371/journal.pone.0284034,OPP1169546,plos,PLOS ONE,gold,2023-04-06,gold,cc-by,1810,PAB 356702.00,2023-05-25,2023
10.1371/journal.pgph.0000340,OPP1130329,plos,PLOS Global Public Health,gold,2023-04-06,gold,cc-by,2100,PAB 356702.00,2023-05-25,2023
10.1080/23288604.2023.2176022,OPP1202541,taylor and francis,Health Systems &amp; Reform,gold,2023-04-06,gold,cc-by,740,6687312924,2023-05-10,2023
10.1111/mcn.13515,OPP1150161,wiley,Maternal &amp; Child Nutrition,gold,2023-04-06,gold,cc-by,3400,5676060,2023-04-09,2023
10.3390/cli11040084,INV-005431,mdpi,Climate,gold,2023-04-06,gold,cc-by,1620,BMGF_Q2.2023,2023-07-12,2023
10.1371/journal.pone.0283977,INV-023696,plos,PLOS ONE,gold,2023-04-05,gold,cc-by,1810,PAB 356702.00,2023-05-25,2023
10.4269/ajtmh.22-0063,OPP1138727,american society of tropical medicine and hygiene,The American Journal of Tropical Medicine and Hygiene,transformative,2023-04-05,hybrid,cc-by,2500,TROP62700,2023-02-16,2023
10.1111/mcn.13517,OPP1176128,wiley,Maternal &amp; Child Nutrition,gold,2023-04-05,gold,cc-by,3400,5676060,2023-04-09,2023
10.3390/vaccines11040802,INV-037425,mdpi,Vaccines,gold,2023-04-05,gold,cc-by,1240,BMGF_Q2.2023,2023-07-12,2023
10.1371/journal.pntd.0011199,OPP1127286,plos,PLOS Neglected Tropical Diseases,gold,2023-04-05,gold,cc-by,2500,PAB 356702.00,2023-05-25,2023
10.3389/fneur.2023.1166490,OPP1087363,frontiers,Frontiers in Neurology,gold,2023-04-04,gold,cc-by,3230,2023-0911669-2,2023-04-09,2023
10.1186/s12966-023-01445-x,INV-002962,springer/nature/bmc,International Journal of Behavioral Nutrition and Physical Activity,gold,2023-04-04,gold,cc-by,2950,6106653949,2023-04-14,2023
10.3390/vaccines11040795,INV-003813,mdpi,Vaccines,gold,2023-04-04,gold,cc-by,2160,BMGF_Q1.2023,2023-04-09,2023
